"","Modelo1","Texto"
"172","positivo","T Av. Apoquindo 4501, of. 2003 foe TJ Las Condes, Santiago ASEGURADORA- PORVENIR Teléfono: (66 2) 322 05 650 www.aspor.cl é ® & @ 2 ® HECHO ESENCIAL Aseguradora Porvenir S.A. Santiago, 24 de agosto de 2018 Sefior Joaquin Cortez Huerta Presidente Comision para el Mercado Financiero Avenida Libertador Bernardo O’Higgins 1449 Santiago Ref.: Informa Hecho esencial que indica. De nuestra consideracion, De acuerdo a lo dispuesto en el articulo 9° e inciso segundo del articulo 10° de la Ley N2 18.045, en la Norma de Cardacter General N2 30 y la Circular N° 662 de la Comisién para el Mercado Financiero (“CMF”) y estando debidamente facultado por el Directorio de Aseguradora Porvenir S.A. (la “Compafiia”), comunico a usted, en caracter de Hecho Esencial, lo siguiente: En la sesién de Directorio de la Compajfiia, celebrada con fecha 22 de agosto de 2018, se tomo conocimiento de la celebracién de un acuerdo para la adquisicion por The Hartford (grupo asegurador norteamericano) de la totalidad de las acciones en circulacién de The Navigators Group, Inc.. Se hace presente que The Navigators Group, Inc., a través de la sociedad NIC Investments (Chile), es accionista mayoritario de Aseguradora Porvenir S.A., con una participacién del 33% de las acciones emitidas. e & e ® e ®  — Av. Apoquindo 4501, of. 2003 oe “LZ Las Condes, Santiago ASEGURADORA-:PORVENIR Teléfono: (56 2) 322 05 650 Www.aspor.cl € e e e & e Si bien el acuerdo ya fue aprobado por los directorios de las partes involucradas, atin queda pendiente su aprobacion por los accionistas de The Navigators Group, Inc., el cumplimiento de una serie de condiciones propias de este tipo de operaciones y las pertinentes aprobaciones regulatorias. Se espera que esta transaccion sea completada el primer semestre del 2019. En relacion al efecto que esto puede tener en Aseguradora Porvenir S.A., aun cuando es prematuro emitir un pronunciamiento definitivo, el Directorio ha estimado que la transaccion podria significar y traer aparejada un mayor respaldo patrimonial y el acceso a nuevas lineas de negocios. Sin otro particular, le saluda atentamente, Fernando Varela Villarroel Gerente General Aseguradora Porvenir S.A. e e e & e e"
"173","neutro","La] QUINENCO S.A. HECHO ESENCIAL QUINENCO S.A. Inscripcién en el Registro de Valores N° 597 Santiago, 24 de agosto de 2018  Sefior  Joaquin Cortez Huerta  Presidente  Comisién para el Mercado Financiero  Presente  Estimado Seftor:  De conformidad con lo dispuesto por los articulos 9 y 10 inciso segundo de la Ley N°18.045 de Mercado de  Valores, y a las instrucciones impartidas por la Comisién para el Mercado Financiero en su Norma de Carécter  General N°30, encontrandome debidamente facultado al efecto por el Directorio, cumplo con informar lo  siguiente respecto de Quifienco S.A., en caracter de hecho esencial:  |. En virtud de un contrato de compraventa de valores (“Securities Purchase Agreement” en adelante el “Contrato de Compraventa”) celebrado con esta misma fecha, 24 de agosto de 2018, la filial Empresa Nacional de Energia Enex S.A. (“Enex”) se ha obligado a adquirir indirectamente, a través de Enex Investments US, Inc., el 100% de los derechos sociales y acciones de las sociedades Road Ranger L.L.C, una sociedad de responsabilidad limitada y REOPCO, Inc., una sociedad anénima, ambas constituidas y existentes bajo las leyes del Estado de Illinois, de los Estados Unidos de América, ademas del 100% de los derechos sociales de otras siete sociedades de responsabilidad limitada, también constituidas y existentes bajo las leyes del Estado de Illinois, las cuales operan 38 Travel Centers, que incluyen estaciones de servicio y expendio de combustibles, tiendas de conveniencia, restaurantes de comida rapida y operaciones relacionadas, distribuidos en los Estados de Illinois, Indiana, Wisconsin, Missouri, Iowa y Texas, bajo la marca “Road Ranger”.  2. El Contrato de Compraventa se encuentra sujeto al cumplimiento de las condiciones de cierre propias y habituales para este tipo de transacciones, tales como la notificacién de libre competencia a la autoridad federal de los Estados Unidos de América y las aprobaciones de autoridades locales en cada Estado de ese pais en que Road Ranger opera su negocio, como asimismo el consentimiento de terceros. Se espera que dichas condiciones precedentes de cierre se cumplan a més tardar en diciembre de este afio.  3. El monto total de la operacién es de USD 289 millones (en base libre de deuda y caja) por la totalidad del negocio antes descrito. El precio a pagar a las vendedoras por la totalidad de las acciones materia del Contrato de Compraventa se determinaré en funcidn de los ajustes por variacién de capital de trabajo y deuda neta, como es habitual en este tipo de transacciones.  Enrique Foster Sur 20 - Piso 14 Las Condes - Santiago - Chile Fono: (56) 22750 7100  Fax; (56) 22750 7101 www.quinenco.cl  4. Esta adquisicién representa una oportunidad significativa para la filial Enex, dado el atractivo posicionamiento geografico de los Travel Centers que operan bajo la marca Road Ranger y su potencial como plataforma para futuros crecimientos de este negocio en los Estados Unidos de América.  5. De materializarse la referida transacci6n, al ser una adquisicién de nuevos negocios, inicialmente no se espera que tenga efectos en los resultados de Quiiienco S.A.  En virtud del presente hecho esencial se informa a esa Comisién el cese del caracter de reservado de la  comunicacion efectuada por Quifienco S.A. con fecha 5 de julio de 2018.  Saluda atentamente a usted,  — ea Rodrigo Hinzpeter Kirberg Gerente Legal c.C! Bolsa de Comercio de Santiago Bolsa Electronica de Chile, Bolsa de Valores Bolsa de Corredores — Bolsa de Valores de Valparaiso Comisi6n Clasificadora de Riesgo Banco Bice Departamento de Tenedores de Bonos Archivo Enrique Foster Sur 20 - Piso 14 Las Condes - Santiago - Chile Fono: (56) 22750 7100 Fax: (56) 22750 7101 www.quinenco.cl"
"174","neutro","e DCI HECHO ESENCIAL BCI CORREDOR DE BOLSA S.A. Inscripcidn en el Registro de Corredores de Bolsa y Agente de Valores N° 114 Santiago, 24 de agosto de 2018  Sefior Joaquin Cortez H. Presidente Comisién para el Mercado Financiero PRESENTE  REF.: Designacién de nuevo Director por renuncia  al cargo del titular respectivo. Estimado Sejior: En cumplimiento de lo establecido en los articulos 9 y 10 de la Ley No. 18.045 sobre Mercado de Valores, y en conformidad con io establecido en la Norma de Cardcter General No. 30 y en la Norma de Cardcter General No. 16, ambas emitidas por esta Comisién, en representacién de Bci Corredor de Bolsa S.A. y estando debidamente facultado para ello, informo a usted en caracter de Hecho Esenciat lo siguiente: Con fecha 24 de agosto del presente afio, el Directorio de Bci Corredor de Bolsa S.A., en Sala, en Sesién Ordinaria, y por la unanimidad de sus miembros en ejercicio, designé como Director de BCI Corredor de Bolsa S.A. a don Hernan Diaz Pefiafiel, en reemplazo del Director renunciado, el sefior Francisco Ugarte Larrain, designacién que se hizo efectiva a contar de esta fecha y en la misma Sesi6n antes indicada, de conformidad a lo dispuesto por el articulo 32 de la Ley 18.046 sobre Sociedades Anénimas. Sin otro particular, saluda atentamente, Tomas Flanagan Margozzini Geryente Genéral BCI Corfedor de Bolsa S.A. Ce: Bolsa de Comercio de Santiago Bolsa Electrénica de Chile Bolsa de Corredores de Valparaiso TEM/mlv 77-2018 Magdalena 140, Piso 14. Las Condes. Teléfono (56-2) 692 8900. Fax: (56-2) 692 8966. Santiago, Chile E-mail: cbolsa@bci.cl. Internet: www.bci.cl"
"175","neutro","V | S i O N ADMINISTRADORA GENERAL DE FONDOS Santiago, 24 de agosto de 2018  Sr. Joaquin Cortez Huerta Presidente Comision para el Mercado Financiero Presente  REF. COMUNICA COMO HECHO ESENCIAL DEPOSITO TEXTO REFUNDIDO  REGLAMENTO INTERNO VISION ATACAMA FONDO DE INVERSION. De mi consideracién: Por medio de la presente, y en cumplimiento de lo dispuesto en el articulo 18 de la Ley N° 20.712 y a lo establecido en la Norma de Caracter General N° 365 de la Comision para el Mercado Financiero (“CMF”), comunicamos en caracter de Hecho Esencial lo siguiente: Con fecha 24 de agosto de 2018 mi representada depositd en el Registro Puiblico de Depdsitos de Reglamentos Internos de esa Comision, el texto refundido del reglamento interno de Vision Atacama Fondo de Inversi6n, el cual contiene las modificaciones que se explican mas adelante. Las modificaciones efectuadas al Reglamento Interno de Vision Atacama Fondo de Inversién se refieren, principalmente, a la modificacion del plazo de duracién del fondo, y al procedimiento de liquidacién del fondo. Las modificaciones son las que se indican a continuacion:  1. Enla Seccién H del Reglamento Interno, “Otra Informacién Relevante”, letra b), “Plazo de duracién del Fondo”, se modifica la duracién del Fondo, estableciendo que ésta sera hasta el dia 30 de septiembre de 2018.  2. En la Seccion H del Reglamento Interno, “Otra Informacién Relevante”, letra d), “Procedimiento de liquidacién del Fondo”, se sustituye el parrafo primero, por el siguiente “Concurriendo alguna causal de disolucién del Fondo, incluyendo el término de su periodo de duracién conforme a lo sefialado en la letra b) de la presente Seccidn H), y en la medida que no exista un procedimiento de liquidacién establecido al efecto en la normativa vigente, la Administradora procederé a liquidar los activos del Fondo y a distribuir, a cada uno de los aportantes que no hayan solicitado el rescate total de sus cuotas previamente, el monto correspondiente al valor total de sus Cuotas a prorrata de su participacién en el Fondo. ”.  Al respecto, conforme a lo establecido en la normativa aplicable, el texto del nuevo Reglamento Interno, y sus condiciones, comenzara a regir en el plazo de 10 dias corridos siguientes a la fecha su depésito en el Registro Publico de Depdsitos de Reglamentos Internos.  V | S | oO N ADMINISTRADORA GENERAL DE FONDOS Los participes del Fondo tendran derecho a rescatar las cuotas entre el periodo que transcurre desde el dia habil bursatil siguiente al del depdsito correspondiente y hasta la entrada en vigencia de las modificaciones, sin que les sea aplicable deduccién alguna por concepto de remuneracion de cargo del participe. Las modificaciones sefialadas seran informadas a los Aportantes de la forma establecida en la NCG N°365. Sin otro particular, le saluda atentamente; ee 32 ea fF ff elipe Divin L° Gerente Genera Administradora General de Fondos Vision Advisors S.A."
"176","doble","oe eee Santiago, 02 de noviembre de 2020 Sefior Joaquin Cortez Huerta Presidente Comision para el Mercado Financiero Presente Ref.: Informa HECHO ESENCIAL que indica del Fondo de Inversion HMC PNTN, administrado por HMC S.A. Administradora General de Fondos. De nuestra consideracion, Por medio de la presente, y en cumplimiento de lo dispuesto en el articulo 18 de la Ley N° 20.712 y los articulos 9 y 10 inciso segundo de la Ley N° 18.045, vengo en comunicar a Usted en caracter de HECHO ESENCIAL lo siguiente: En Sesion Extraordinaria de Directorio de HMC S.A. Administradora General de Fondos, se acordo: a) La distribucion de un dividendo provisorio del Fondo de Inversion HMC PNTN, con cargo a los resultados del ejercicio 2020, ascendente a la suma total de USD 211.029. En virtud de lo anterior, cada Aportante recibira la suma de 0,0042804152 dolares de los Estados Unidos de América por cada cuota suscrita y pagada en el Fondo. Este dividendo sera pagado al contado y en dolares de los Estados Unidos de América. b) La distribucién de un dividendo provisorio del Fondo de Inversion HMC PNTN, con cargo a los resultados del ejercicio 2020, ascendente a la suma total de EUR 410.000. En virtud de lo anterior, cada Aportante recibira la suma de 0,0083162515 euros por cada cuota suscrita y pagada en el Fondo. Este dividendo sera pagado al contado y en euros. Estos dividendos provisorios seras pagados a contar del dia 09 de noviembre del 2020, en las oficinas de la Administradora, ubicadas en Av. Nueva Costanera N° 4040, oficina 32, comuna de Vitacura, Santiago, de 9:00 a 18:00 horas y tendra derecho a cobrarlo todo Aportante inscrito en el Registro de Aportantes a la medianoche del quinto dia habil anterior a la fecha en que se deba efectuar el pago. Sin otro particular, saluda atentamente a Usted, Ricardo Mogrovejo Moron Gerente General HMC S.A. Administradora General de Fondos"
"177","positivo","Ti a, B LU MAR HECHO ESENCIAL SEAFOODS BLUMAR S.A. Inscripcion Registro de Valores N° 0415 Santiago, 24 de agosto de 2018. Sefior Joaquin Cortés Huerta Presidente COMISION PARA EL MERCADO FINANCIERO Av. Libertador Bernardo O’Higgins N° 1449, Santiago De mi consideracién: EI suscrito, debidamente facultado, en su caracter de Gerente General de la sociedad andénima abierta denominada BLUMAR S.A., en adelante también la “Sociedad”, ambos con domicilio en Santiago, calle Magdalena N° 181, oficina 1301 sur, Comuna de Las Condes, comunica a usted la siguiente informacion esencial respecto de la Sociedad y sus negocios, en virtud de lo dispuesto en el articulo 9° e inciso 2° del articulo 10°, ambos de la Ley N° 18.045, y en la Norma de Caracter General N° 30, de esta Comisién para el Mercado Financiero: Con fecha de hoy 24 de agosto, Blumar S.A. ha suscrito con Sociedad de Inversiones Kipper Limitada, un Memorandum de Entendimiento vinculante para la compra de la totalidad de la participacién accionaria de esta ultima en nuestra filial Pesquera Bahia Caldera S.A. (“PBC”), equivalente al 40% del capital accionario de dicha compafiia. A esta fecha Blumar S.A. es titular del 60% restante del capital accionario de PBC. EI objetivo de esta compra es que Blumar S.A. obtenga el control directo e indirecto del total de la propiedad de PBC, siendo éste un activo estratégico consistente en la Unica planta de harina y aceite de pescado en la III Region, cuya materia prima es abastecida en un 100% por la flota artesanal local. EI valor total convenido para la referida transacci6n es USD 5.000.000, que se pagara al contado a la sociedad vendedora contra la firma del contrato de compraventa de acciones. La transaccién antes referida se materializara dentro del plazo que vence el 30 de septiembre de 2018 y una vez que las partes compradora y vendedora hayan convenido en el texto del contrato de compraventa de acciones y demas documentos complementarios, cuyos términos seran los usuales para operaciones de similar naturaleza. Santiago - Chile | Talcahuan - Chile Puerto Monit Magdalena 181 Piso 13 Ofic 1301} Av. Colén 2400 Juan Soler Manfredini N°11 Of. 1202 www.blumar.com cur | as Condes Santiago Tel: (56 41) 2269400 Tel.: (56 65) 347197  2 Aen >, SEAFOODS Blumar S.A. estima que la operacién antes informada tendra efectos positivos en sus resultados, sin perjuicio que por el momento estos efectos no son cuantificables. Saluda atentamente al sefior Presidente, Yl erardo Balbontin Fox Gerente General c.c. Bolsa de Comercio de Santiago; Bolsa Electrénica de Chile; Bolsa de Valores de Valparaiso. Santiago - Chiie Talcahuan  - Chile Puerto Montt Magdalena 181,Piso 13 Ofic 1301| Av. Colén 2400 Juan Soler Manfredini N°1t Of. 1202 www.blumar.com sur as Condes Santiago Tel: (56 41) 2269400 Tel: (56 65) 347197"
"178","doble","LarrainVial* ACTIVOS Santiago, 24 de agosto de 2018 Sefores Comisi6n para el Mercado Financiero Presente HECHO ESENCIAL FONDO DE INVERSION LV-PATIO RENTA INMOBILIARIA | (“FONDO”) (Autorizado por resoluci6n N°325 del 10 de junio de 2011) Administrado por LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS De nuestra consideracion:  En cumplimiento de lo dispuesto en el articulo 9 y en el inciso segundo del articulo 10 de la Ley N° 18.045, y conforme a las normas informacién continua contenidas en la Norma de Caracter General N° 30 de esta Comision, comunicamos como hecho esencial que el Directorio de Larrain Vial Activos S.A. Administradora General de Fondos (la “Administradora”) en sesion celebrada el dia 16 de agosto de 2018, acord6 distribuir dividendo provisorio a los aportantes del Fondo, por la cantidad total de $375.064.234.-, con cargo a las utilidades del ejercicio 2018 del Fondo.  Por Ultimo, acordé que el pago de los dividendos sefialados sera realizado a partir del dia 31 de agosto de 2018, en las oficinas de la Sociedad Administradora ubicadas en El Bosque Norte N° 0177, piso 3, Las Condes, Santiago, de Lunes a Viernes de 9:00 a 18:00 horas, a los aportantes que se encuentren inscritos en el registro respectivo al 5° dia habil anterior a la fecha de pago, a prorrata del numero de cuotas de que sean titulares a esa fecha.  Sin otro particular, saluda 7 a usted,  / {f | Claudio ‘heck regonara Gerente General Larrain Vial Activos S.A. Administradora General de Fondos c.c.:_ Bolsa de Comercio de Santiago; Bolsa Electronica de Chile; y Bolsa de Corredores de Valparaiso."
"179","neutro","Santiago, 24 de agosto de 2018 Sefiores Comisi6n para el Mercado Financiero Presente HECHO ESENCIAL CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS Ref.: Comunica HECHO ESENCIAL de Credicorp Capital Asset Management S.A. Administradora General de Fondos De mi consideracién:  En mi calidad de gerente general de Credicorp Capital Asset Management S.A. Administradora General de Fondos (la “Sociedad”), de conformidad con lo dispuesto en el articulo 9 e inciso segundo del articulo 10 de la Ley N° 18.045 sobre Mercado de Valores y de lo establecido en la Norma de Caracter General N° 30 de esta Comision, debidamente facultado para ello, por la presente comunico a Ud. en caracter de Hecho Esencial, lo siguiente:  Con esta misma fecha, he recibido la renuncia efectuada por don Cristian Letelier Braun al cargo de director de la Sociedad, y, por ende, al de presidente del Directorio, la que se hace efectiva a partir de esta fecha.  Sin otro particular, saluda in  Alvaro“fdladriz Mellado Gerente General Credicorp Capital Asset Management S.A. Administradora General de Fondos"
"180","positivo","PACIFICO V REGION &.A. Santiago, 27 de agosto de 2018 2018-2413 Sefior Joaquin Cortez Huerta Presidente Comisién para el Mercado Financiero Avda. Libertador Bernardo O’Higgins N° 1449 PRESENTE Ref.: _ HECHO ESENCIAL PACIFICO V REGION S.A. Registro de Valores N2 344 De mi consideracién: Por medio de la presente, en cumplimiento a lo establecido en el articulo 9 y 10 de la Ley 18.045 de Mercado de Valores, y las instrucciones contenidas en la Norma de Caracter General N°30 de esa Comisién, encontrandome debidamente facultado al efecto, informo a usted en calidad de “Hecho Esencial” de Pacifico V Regidn S.A. (en adelante la “Sociedad”), que con fecha 24 de agosto de 2018, ha expirado el plazo que disponian los accionistas disidentes para ejercer el derecho a retiro que se origind por la fusién por incorporacién de la Sociedad en Sociedad Punta del Cobre S.A. (“Pucobre”) acordada en Junta Extraordinaria de Accionistas de la Sociedad con fecha 25 de julio de 2018 (la “Junta”). Al respecto, informamos a ustedes que ningtin accionista ejercid su derecho a retiro, por lo que todos los accionistas de la Sociedad pasaran a ser accionistas de Pucobre, segtin los plazos y la relacién de canje aprobados en la Junta. Sin otro particular, le saluda atentamente, Diego Errazuriz Vidal Gerente General Pacifico V Region S.A. * cc.: Bolsa de Comercio de Santiago Bolsa Electronica de Chile Bolsa de Corredores de Valparaiso Archivo 5 SS AV. EL BOSQUE SUR 130 - PISO N° 14- LAS CONDES - SANTIAGO - CHILE - COD. POSTAL N° 7550288 FONO: (56-2) 2379 45 68 - FAX: (56-2) 2379 45 70 - E-mail: pacifico@pvrsa.cl"
"181","neutro","Santiago 27 de agosto de 2018 Sefiores Comisién Para el Mercado Financiero Avda. Libertador Bernardo O'Higgins N° 1449 Presente HECHO ESENCIAL Ref. / Comunica HECHO ESENCIAL de Filgueira Consultores Limitada Registro REAE 78, Cambio de Domicilio De mi consideracion: Informamos lo siguiente: Cambio de domicilio de Filgueira Consultores Limitada Direccioén Actual: Avenida Presidente Riesco 5561, oficina 402, Piso 4 Teléfono Fijo: (+562) 29643500 Celular: (+569) 72122369 Sin Otro particular se despide 2) CARLOS FILGUEIRA RAMOS Gerente General RUT: 15.540.168-0 Filgueira Consultores Limitada RUT: 76.174.269-8 REGISTRO REAE N°78"
"182","neutro","* CLUB DE GOLF Y DEPORTES EL OLIVETO S.A.  Santiago, 27 Agosto del 2018 Sefior Joaquin Cortés Comision para el Mercado Financiero Av. Libertador Bernardo O’Higgins 1449 PRESENTE  HECHO ESENCIAL CLUB DE GOLF Y DEPORTES EL OLIVETO S.A. De nuestra consideracién: En cumplimiento de lo dispuesto en articulo 9° y en el inciso 2° del articulo 10 de la Ley N°18.045, y conforme a las normas de informacion continua contenidas en la Norma de Caracter General N° 30 de esta Superintendencia, comunicamos a Ud. como hecho esencial de la sociedad Club de Golf y Deportes El Oliveto S.A., que con fecha 27 de Agosto de 2018 se celebré Sesion Extraordinaria de Directorio de dicha sociedad en la cual se acord6 suspender Junta Extraordinaria de Accionistas citada para el dia 29 de Agosto del 2018 y publicacion realizada los dias 14: 17 y 18 de agosto en el Diario Oficial de la Republica de Chile, esto de acuerdo a Oficio N° 22123 del 23 de Agosto del 2018. Sin otro particular, le saluda atentamente, i MigueJA gel Dd. Dae Genexa —_ € Gore Oliveto S.A. ff l"
"183","negativo","; a5 &=> ae SAUD AD y RESPAEO Santiago, 28 de agosto de 2018  Sefior Joaquin Cortez Huerta Comision para el Mercado Financiero Presente Ref. Comunica Hecho Esencial NIBSA S.A.., inscrita Registro de Valores con el N° 625. De nuestra consideracién:  Por medio de la presente, y segtin lo disponen los articulos 9° y 10° de la Ley N° 18.045 sobre Mercado de Valores, informamos a Ud. que en la sesién del Directorio de la sociedad, realizada con fecha 27 de Agosto de 2018, se tom6 conocimiento de los siguientes hechos esenciales respecto de la sociedad: 1.- Don Cristian Espinosa Concha, presenté su renuncia al cargo de Gerente General de la sociedad a contar del 3 de septiembre, renuncia que fue aceptada en forma undnime; 2.- Igualmente en forma undnime, se designéd como nuevo Gerente General de la sociedad, a don Ian Kiimmerlin Gottschald. :  Sin otro particular, le saludamos atentamente,  A AL CONCHA UNDURRAGA PRESIDENTE DIRECTORIO"
"184","doble","SIGDO KOPPERS S.A. HECHO ESENCIAL  SIGDO KOPPERS S.A. Sociedad Andnima Abierta Inscripcioén N° 915, Registro de Valores Malaga 120, octavo piso Las Condes  Santiago, 28 de Agosto de 2018  GG-SK-069/18 Sefior Joaquin Cortez Huerta Presidente de la Comisi6n para el Mercado Financiero Comisi6n para el Mercado Financiero Av. Libertador Bernardo O’ Higgins 1449 SANTIAGO Ref: Comunica HECHO ESENCIAL — REPARTO DIVIDENDO PROVISORIO Estimado sefior: Mediante la presente comunicamos a usted que en reunion Ordinaria de Directorio celebrada el dia 27 de agosto de 2018, se acord6 por unanimidad pagar un dividendo provisorio de US$5.743.725, equivalente a US$0,005343 por accién, con cargo a las utilidades del ejercicio 2018, en su equivalente en pesos, conforme al tipo de cambio dolar observado publicado en el Diario Oficial el dia 12 de septiembre de 2018. El pago de este dividendo se efectuard a contar del dia 21 de septiembre de 2018, en las oficinas de SerCor S.A., sociedad administradora del Registro de Accionistas de Sigdo Koppers S.A., ubicadas en Avenida El Golf 140 Piso 1, Las Condes, Santiago, cuyo horario habitual de atencidn es de lunes a viernes de 9:00 a 17:00 horas, con cheque nominativo a nombre del accionista. A los sefiores Accionistas que asi lo soliciten, 0 lo hayan solicitado, se les enviaran sus cheques por correo 0 se les depositard el dividendo en cuenta corriente personal. Tendrén derecho al dividendo antes indicado, los sefiores accionistas que figuren inscritos en el Registro respectivo, al dia 12 de septiembre de 2018. El aviso a que se refiere el Art. 104 del Reglamento de Sociedades Anénimas sera publicado en el Diario Financiero en su edicion del dia 3 de septiembre de 2018. Oportunamente, la Sociedad comunicard a los sefiores accionistas la calificacion tributaria del presente dividendo provisorio. Adjunto enviamos a ustedes Formulario N° 1, Reparto de Dividendos, de la Circular N° 660 de la Superintendencia de Valores y Seguros, en el cual se contiene un detalle de los antecedentes relativos al presente reparto de dividendo provisorio. Saluda atentamente g ustedes, yp 4  titan hyn Pablo Aboitiz Dominguez) y eG d  CMF COMISION PARA EL MERCADO FINANCIERO fool | fmt t x | | | | | om _| Uso interno: Of. de Partes C.M.F. FORMULARIO Nl REPARTO DE DIVIDENDOS 0.01 Informaci6n original: SI (si/no) 002 Fecha envio 28.08.2018 (DD MM AA) ‘ ‘iL, Identificacién de la sociedad y del movimiento 1.01 RUT 99.598.300-1 1.02 Fecha de envio form. Original 28.08.2018 (DDMMAA) 1.03 Nombre dela sociedad SIGDO KOPPERS S.A. 1.04 N° Reg. de Valores 915 1.05 Serie afecta UNICA 1.06 Cédigo bolsa Sk 1.07 Ind. del mov. D53/2018 2. Acuerdo y monto del dividendo 2.01 Fecha de acuerdo __27.08.2018 _ (DD MM AA) 2.02 Toma del acuerdo 3 (1: Junta gral. ordin. de acc.; 2: Junta extraord. de acc.; 3: Sesién de directorio) 2.03 Monto del dividendo US$ 5.743.725 2.04 Tipo de moneda: uSs$ 3. Acciones y accionistas con derecho 3.01 Numero de acciones 1.075.000.000 3.02 Fecha limite 12.09.2018 (DD MM AA) 4. Caracter del dividendo 4.01 Tipo de dividendo 1 (1: Provisorio; 2: Def. minimo obligat.; 3: Definitive adicional o eventual). 4.02 Cierre del ejercicio 31.12.2018 (DD MM AA) Ns ——  CMF COMISION PARA EL MERCADO FINANCIERO CIRC. [ OF. CIRC.[ OTRAS | FECHA [| SA | FM | BI | CR [| O | PAGINA 4.03 Forma de pago: 1 (1: En dinero; 2: Optativo en dinero o acciones de la propia emisién; 3: Optativo en dinero o acciones de otra sociedad; 4: Otra modalidad). 5. Pago del dividendo en dinero (sea en dinero u optativo en dinero o acciones) 5.01 Pago en dinero _US$ 0,005343_ /acc. 5.02 Tipo de moneda US$ 5.03 Fecha de pago _21.09.2018 (DD MM AA) 6. Reparto del dividendo optativo en acciones 6.01 Fecha inicio opcién (DD MM AA) 6.02 Fecha término opcién (DD MM AA) 6.03 Fecha entrega titulo (DD MM AA) 6.04 Serie a optar (s6élo si la opcién es sobre acciones de la propia emisién) 6.05 Accs. post. mov. (sélo si la opcién es sobre acciones de la propia emisién) 6.06 RUT soc. emisora re (s6lo si la opcién es sobre acciones de las cuales la sociedad es titular) 6.07 Cédigo bolsa 6.08 Factor acciones acciones a recibir por una accién c/derecho 6.09 Precio delaacciém face. 6.10 Tipode moneda $ 7. Observaciones 7.1.- En Reunién Ordinaria de Directorio de Sigdo Koppers S.A. celebrada el 27 de agosto de 2018, se acord6 el pago del dividendo provisorio n°S3 de US$ 0,005343 por accién con cargo a las utilidades del ejercicio 2018. 7.2.- El registro contable del dividendo sefialado en el parrafo anterior, se hara en ddélares estadounidenses contra la cuenta patrimonial utilidades acumuladas usando para su conversion el tipo de cambio observado del dia 12 de septiembre de 2018. 7.3- Declaracion: “La informacién contenida en este formulario es la expresién fiel de la verdad, por lo que asumo la responsabilidad legal correspondiente’. o ff LIS , LI K4AD /S © te, Cie (fons/rablo-Aboitis Doratngucs > rente General"
"185","neutro","Sociedad Educativa Leonardo Da Vinci S.A. : Colegio Leonardo Da Vinci Pasaje Vecinal n° 286, fono: 2316939 e-mail:gerencia@cldv.cl calama HECHOS ESENCIALES SOCIEDAD EDUCATIVA LEONARDO DA VINCI S.A. Calama, 02 de noviembre del 2020 Junto con saludarlo(a) cordialmente, por la presente informo que no hubo quorum para celebrar Junta General Ordinaria de Accionistas, en primera citacién fijada para el dia 30 de octubre de 2020, a las 20:00 horas, via videoconferencia, a través de la plataforma ZOOM. Asistieron un total de 31 accionistas. Por tanto, se hara llamado en 2da.citacion para el dia 27 de noviembre del presente ano a las 20:00 hrs. Saluda atentamente a Ud., 50 EDURy. >: SD > v ax \ je A LANES (\ \, AGUIRRE GERENTE GENERAL SOCIEDAD EDUCATIVA LEONARDO DA VINCI S.A."
"186","neutro","+X a #: Santiago, 28 de agosto de 2018 HECHO ESENCIAL Enjoy S.A. Inscripcién Registro de Valores N° 1033 Sefior Joaquin Cortez H. Presidente Comision para el Mercado Financiero Presente De mi consideracién, En mi calidad de Gerente General de Enjoy S.A. (“Enjoy”), y en virtud de lo dispuesto en los articulos 9° y 10° de la Ley N° 18.045 sobre Mercado de Valores, y debidamente facultado por el Directorio, por medio de la presente comunico a Ud., en caracter de Hecho Esencial, lo siguiente: Con fecha de hoy se ha designado como Gerente de Finanzas (CFO) de la Compafiia a don Esteban Rigo Righi Baillie quien se desempefiaba como Gerente de Finanzas Corporativas de Enjoy. El sefior Rigo Righi asumira su cargo a contar del dia de hoy. Sin otro particular, le saluda atentamente, 0 Cood S¢ erente General Enjoy S.A."
"187","neutro","Corredores de Bolsa Santiago, 28 de agosto de 2018 Sefior Joaquin Cortez Presidente Comision para el Mercado Financiero Presente Hecho Esencial: Tanner Corredores de Bolsa S.A. De nuestra consideracién: Informo a usted, que en sesion ordinaria celebrada el dia de hoy el Directorio de Tanner Corredores de Bolsa S.A., ha tomado conocimiento y aceptado la renuncia, al cargo de Director de la sociedad, presentada por don Fernando Tafra Sturiza, y ha nombrado en su reemplazo a don Gustavo Antonio Inostroza Aldunate, quien asumié sus funciones de inmediato. Conforme a lo establecido en la Ley N2 18.046 y estatutos de la sociedad, el Directorio debera ser elegido integramente en la proxima Junta Ordinaria de Accionistas. Atentamente, vd Johana Pérez Mufio Gerente General Tanner Corredores de Bolsa S.A. cc. Bolsa de Comercio de Santiago; Bolsa de Valores Bolsa Electrénica de Chile, Bolsa de Valores 562 2731 8900 EI Golf 40 | Oficina 902 | Las Condes | Santiago de Chile tanner.cl"
